osc_amp_sar,,vortexforce_phase,,totalforce_phase,
X,Y,X,Y,X,Y
2.482029164099405,0.003944773175542204,2.4768304777538397,47.26058931860041,2.4743589743589745,38.34932821497114
2.7387553912507734,0.002575060267367757,2.7760678499367337,45.5340699815838,2.756410256410259,36.96737044145857
2.9954816184021347,0.003944773175542204,2.9898088300673713,28.844383057090226,2.96153846153846,24.52975047984637
3.2650441569110704,0.002575060267367757,3.256985055230672,36.32596685082865,3.217948717948719,30.74856046065247
3.534606695420006,0.0012053473591933095,3.545535378407031,41.79327808471464,3.5,33.85796545105552
3.7528239884986654,-0.00016436554898113798,3.7379022605246064,27.693370165745932,3.717948717948719,24.18426103646823
3.9710412815773246,0.002575060267367757,4.026452583700966,36.61372007366492,3.9871794871794854,32.476007677543066
4.253440131443831,0.0012053473591933095,4.315002906877329,36.61372007366492,4.26923076923077,29.712092130518045
4.45882111316492,0.0176419022572869,4.518056838001435,35.4627071823204,4.4615384615384635,27.29366602687128
4.741219963031426,0.4107495069033531,4.817294210184333,35.174953959484355,4.7435897435897445,5.527831094049816
5.023618812897926,0.4627985974139819,5.041722239321501,44.958563535911594,5.012820512820511,5.873320537427958
5.228999794619021,0.48471400394477304,5.223402072432542,59.05847145488019,5.217948717948719,5.873320537427958
5.511398644485521,0.49978084593469196,5.511952395608905,64.52578268876618,5.487179487179489,5.873320537427958
5.72961593756418,0.5148476879246109,5.747067473752608,67.11556169429093,5.743589743589741,6.564299424184242
5.986342164715548,0.5395025202717509,6.02493074792244,76.61141804788213,5.9871794871794854,6.564299424184242
6.255904703224484,0.5655270655270654,6.249358777059609,90.99907918968688,6.2435897435897445,6.90978886756227
6.493376463339498,0.588812184966031,6.484473855203312,95.89088397790056,6.4487179487179525,8.291746641074724
6.739405764359553,0.600226459200818,6.794398276392737,98.19290976058937,6.7564102564102555,11.055662188099745
7.006828917642228,0.6367521367521365,7.01882630552991,104.52348066298339,6.987179487179489,11.74664107485603
7.220767440268364,0.6561564029512748,7.232567285660544,126.10497237569064,7.2435897435897445,13.819577735124767
7.498887519682349,0.6926820805025933,7.510430559830375,129.8457642725599,7.487179487179489,15.201535508637107
7.777007599096329,0.73948060486522,7.766919735987141,137.6151012891345,7.7564102564102555,17.965451055662015
7.990946121722466,0.766874863028709,7.991347765124313,149.70073664825043,7.948717948717949,14.510556621880937
8.258369275005137,0.7725820001461026,8.24783694128108,163.51289134438298,8.230769230769234,19.347408829174583
8.515095502156502,0.8056833954269851,8.536387264457442,167.5414364640884,8.512820512820515,23.49328214971206
8.750427877045254,0.8193805245087296,8.754581181674137,171.7937896459996,8.743589743589745,34.548944337811804
9.007154104196623,0.8228048067791656,9.029178968647525,172.9927614078166,8.987179487179489,52.168905950095905
9.295971109741906,0.8296533713200378,9.274090508380553,174.59139042357265,9.243589743589745,67.37044145873313
9.531303484630659,0.8422090729783036,9.519002048113574,175.79036218538965,9.46153846153846,81.19001919385789
9.766635859519411,0.8547647746365693,9.763913587846599,175.99019081235917,9.743589743589745,106.41074856046066
10.034059012802086,0.8433505004017824,10.053354498440168,175.99019081235917,10,131.97696737044146
10.269391387690835,0.8422090729783036,10.261158229122739,175.99019081235917,10.217948717948715,148.56046065259113
10.50472376257959,0.8410676455548249,10.520912892475941,177.98847708205437,10.512820512820511,158.9251439539347
10.761449989730952,0.8444919278252611,10.74355974677869,177.78864845508485,10.692307692307693,161.3435700575816
11.01817621688232,0.8479162100956972,11.003314410131896,177.98847708205437,11,166.8714011516314
11.26420551790238,0.8536233472130906,11.285333758915378,178.1883057090239,11.256410256410259,169.98080614203445
11.520931745053748,0.8433505004017824,11.515402175028218,177.58881982811533,11.461538461538463,171.36276391554702
11.756264119942497,0.8319362261669953,11.760313714761239,177.58881982811533,11.717948717948719,173.43570057581564
12.023687273225171,0.813673387391336,12.020068378114448,177.58881982811533,11.987179487179489,174.8176583493282
12.280413500376532,0.797693403462634,12.264979917847473,178.1883057090239,12.230769230769234,174.47216890595007
12.49435202300267,0.786279129227847,12.502469895770407,177.58881982811533,12.474358974358978,174.47216890595007
12.761775176285347,0.7737234275695815,12.762224559123606,177.98847708205437,12.743589743589745,174.47216890595007
12.997107551174096,0.7474705968295712,13.00713609885663,177.1891625741764,12.96153846153846,176.19961612284067
13.264530704456774,0.7337734677478265,13.266890762209837,177.58881982811533,13.243589743589745,176.5451055662188
13.510560005476826,0.71322777412521,13.52664542556305,177.3889912011458,13.512820512820518,174.8176583493282
13.756589306496892,0.7052377821608589,13.764135403485977,177.58881982811533,13.730769230769234,174.47216890595007
14.013315533648253,0.685833515961721,14.031311628649274,177.3889912011458,14,174.8176583493282
14.259344834668312,0.7040963547373802,14.268801606572207,177.3889912011458,14.269230769230774,172.39923224568145
14.548161840213595,0.7052377821608589,14.513713146305232,177.3889912011458,14.474358974358971,173.43570057581564
14.783494215102351,0.693823507926072,14.751203124228166,176.78950532023737,14.769230769230766,171.70825335892516
14.997432737728488,0.669853532033019,15.003536225771281,175.79036218538965,14.987179487179489,172.0537428023032
15.254158964879856,0.6915406530791144,15.248447765504299,174.9910476775117,15.217948717948723,170.67178502879074
15.510885192031218,0.7086620644312949,15.537888676097875,174.79121905054217,15.487179487179489,168.5988483685221
15.735520640788664,0.7120863467017313,15.75311396859053,173.19259003478612,15.692307692307693,167.5623800383877
16.013640720202645,0.6881163708086784,15.998025508323554,174.79121905054217,15.96153846153846,165.14395393474092
16.259670021222703,0.6881163708086784,16.287466418917123,169.99533200327392,16.256410256410255,161.68905950095962
16.48430546998015,0.7075206370078162,16.487848587789596,171.99361827296912,16.46153846153846,165.14395393474092
16.76242554939413,0.7269249032069542,16.769867936573082,170.59481788418248,16.743589743589745,162.03454894433787
17.04054562880811,0.7200763386660822,17.029622599926288,171.7937896459996,16.98717948717949,163.07101727447218
17.26518107756555,0.7200763386660822,17.24484789241895,165.99875946388363,17.192307692307693,148.90595009596916
17.500513452454307,0.716652056395646,17.512024117582246,164.40013044812758,17.48717948717949,152.36084452975047
17.8000273841309,0.7200763386660822,17.75693565731527,161.60252967055442,17.756410256410255,146.83301343570054
18.013965906757036,0.7349148951713051,18.00926875885838,161.80235829752394,17.974358974358978,148.2149712092131
18.249298281645785,0.73948060486522,18.269023422211593,155.80749948843868,18.230769230769234,139.92322456813815
18.527418361059766,0.744046314559135,18.5287780855648,161.80235829752394,18.5,146.14203454894437
18.752053809817212,0.7349148951713051,18.729160254437264,161.80235829752394,18.730769230769234,142.68714011516317
19.030173889231193,0.7497534516765285,19.01860116503084,158.60510026601185,18.987179487179482,138.5412667946257
19.26550626411995,0.73948060486522,19.278355828384047,153.20972733783492,19.256410256410255,134.39539347408834
19.47944478674608,0.766874863028709,19.49358112087671,153.40955596480455,19.47435897435897,136.8138195777351
19.77895871842268,0.7771477098400175,19.783022031470278,148.81349754450582,19.743589743589745,131.28598848368517
20.04638187170535,0.7611677259113154,20.02051200939321,144.4172677511766,19.98717948717949,125.75815738963536
